Day,num_positive,num_tested,num_hospitalised,num_cumulative_hospitalizations,num_critical,num_fatalities
88,1019,1230,1042,3999,264,190
89,1014,1261,969,4098,275,203
90,929,1147,918,4186,269,218
91,873,1098,873,4292,267,236
92,818,1019,812,4384,260,258
93,812,1012,783,4468,256,271
94,803,992,754,4552,240,288
95,717,892,736,4631,239,300
96,697,870,698,4697,234,317
97,722,876,690,4788,218,340
98,670,839,667,4853,215,356
99,704,851,618,4910,208,368
100,605,776,596,4980,190,383
101,626,751,556,5025,197,394
102,577,712,545,5098,204,401
103,559,692,520,5152,197,415
104,505,617,504,5202,181,428
105,477,599,466,5254,176,435
106,483,594,441,5294,161,452
107,472,574,428,5339,145,466
108,427,521,410,5390,144,474
109,392,495,407,5432,128,489
110,390,473,375,5474,115,504
111,347,429,352,5504,110,513
112,348,435,343,5545,109,521
113,340,413,327,5581,107,530
114,318,402,330,5624,106,536
115,306,357,319,5659,115,542
116,267,330,297,5687,115,548
117,286,355,287,5719,112,553
118,276,323,274,5749,104,560
119,215,275,269,5774,95,566
120,212,271,249,5794,95,573
121,220,281,236,5817,90,581
122,209,267,220,5846,93,587
123,200,264,208,5867,78,594
124,219,262,199,5887,70,598
125,193,238,187,5906,72,603
126,202,247,178,5927,70,607
127,190,238,177,5951,68,610
128,172,215,177,5972,61,620
129,172,210,171,5988,53,626
130,155,190,159,6005,44,630
131,162,194,158,6025,43,633
132,145,190,147,6035,42,635
133,147,172,140,6048,35,639
134,144,189,130,6059,35,643
135,149,188,120,6071,39,645
136,116,146,113,6085,40,647
137,121,157,110,6098,39,650
138,125,160,111,6116,41,651
139,122,158,103,6128,42,653
140,86,116,103,6138,39,656
141,109,139,98,6146,40,656
142,115,136,98,6157,39,658
143,105,127,96,6167,34,662
144,81,102,90,6175,30,665
145,92,120,84,6182,28,666
146,82,102,76,6192,30,669
147,72,91,69,6197,27,671
148,76,102,69,6207,28,671
149,81,97,72,6218,27,672
150,71,94,67,6224,25,676
151,68,81,67,6234,24,678
152,83,92,68,6243,25,678
153,57,67,66,6248,27,678
154,56,71,60,6252,21,682
155,63,75,64,6261,21,682
156,47,57,58,6265,21,683
157,52,61,53,6271,19,686
158,50,63,55,6279,17,688
159,44,53,49,6283,18,690
160,38,45,41,6284,18,692
161,32,43,41,6289,16,693
162,44,53,41,6293,14,694
163,25,35,33,6294,17,694
164,37,47,32,6297,16,695
165,33,38,31,6302,16,696
166,30,36,26,6305,18,696
167,26,30,25,6308,15,698
168,42,52,26,6310,12,699
169,25,33,23,6312,12,700
170,26,34,21,6314,14,700
171,23,31,23,6317,10,703
172,26,32,24,6321,8,703
173,22,29,21,6323,7,703
174,14,19,20,6325,6,705
175,21,24,19,6327,5,706
176,15,25,18,6328,5,706
177,17,19,16,6328,5,706
178,20,25,16,6330,3,707
179,21,26,14,6331,4,707
180,12,20,10,6331,4,707
181,12,12,10,6333,4,707
182,6,12,9,6334,3,709
183,17,19,8,6335,3,709
184,10,11,8,6336,3,709
185,10,13,9,6337,2,710
186,8,9,8,6338,2,710
187,10,11,8,6339,1,711
188,12,17,9,6340,1,711
189,6,13,8,6341,1,711
190,8,8,9,6343,0,712
191,16,19,8,6343,0,712
