Day,num_positive,num_tested,num_hospitalised,num_cumulative_hospitalizations,num_critical,num_fatalities
88,1464,1860,1107,4071,265,165
89,1475,1841,1068,4186,270,181
90,1506,1887,1009,4308,276,190
91,1506,1814,975,4410,280,199
92,1450,1818,941,4520,285,218
93,1427,1756,901,4626,284,242
94,1394,1731,848,4722,291,253
95,1285,1626,844,4834,283,272
96,1335,1674,868,4939,257,293
97,1276,1598,853,5042,249,317
98,1257,1561,832,5140,238,335
99,1189,1475,803,5213,227,351
100,1167,1434,791,5311,212,364
101,1134,1422,761,5390,198,386
102,1123,1454,753,5475,199,398
103,1116,1377,728,5563,195,417
104,1109,1364,709,5648,200,433
105,1019,1272,681,5724,195,441
106,1049,1310,661,5801,201,454
107,1028,1274,655,5869,201,464
108,1015,1257,633,5945,201,476
109,985,1221,630,6020,194,490
110,883,1101,602,6077,185,505
111,935,1172,573,6136,179,518
112,928,1148,547,6196,177,531
113,914,1135,541,6265,178,545
114,840,1046,516,6317,166,562
115,869,1066,502,6373,162,569
116,772,963,475,6420,156,579
117,819,1014,451,6471,157,592
118,744,925,451,6529,154,605
119,720,890,443,6582,150,616
120,768,950,440,6637,142,628
121,723,898,436,6701,136,641
122,676,840,432,6749,129,651
123,671,832,420,6794,130,658
124,612,780,416,6836,121,669
125,614,751,405,6877,117,680
126,593,728,402,6931,117,689
127,621,745,396,6979,112,693
128,542,655,383,7022,110,700
129,526,653,358,7059,107,707
130,498,603,352,7101,109,715
131,494,622,341,7137,98,722
132,482,587,332,7168,102,727
133,472,569,323,7201,97,735
134,431,534,297,7229,96,744
135,450,570,285,7264,96,747
136,464,562,276,7298,96,755
137,392,505,260,7319,95,763
138,404,502,256,7357,93,771
139,411,501,246,7383,95,775
140,392,489,244,7412,89,781
141,382,486,247,7448,86,787
142,395,476,259,7488,78,795
143,341,425,245,7509,72,800
144,344,428,226,7524,68,808
145,338,424,226,7545,64,813
146,291,371,213,7570,63,821
147,296,370,202,7585,64,825
148,283,358,195,7607,63,829
149,272,336,180,7628,67,831
150,271,326,162,7650,66,834
151,269,337,157,7666,66,835
152,262,326,157,7681,59,838
153,235,301,152,7698,56,841
154,227,283,145,7715,51,846
155,227,276,151,7736,46,850
156,230,284,157,7764,46,855
157,203,255,156,7784,41,859
158,199,254,154,7804,41,862
159,192,252,153,7819,42,865
160,141,180,157,7838,44,867
161,176,220,153,7851,45,868
162,158,187,149,7864,43,869
163,177,218,138,7875,40,870
164,156,198,122,7887,40,874
165,134,159,115,7899,39,878
166,144,179,113,7917,35,882
167,128,162,107,7926,36,885
168,140,169,103,7941,38,889
169,128,154,103,7954,40,891
170,127,157,108,7972,38,892
171,117,153,107,7982,37,892
172,127,162,103,7991,32,895
173,122,146,102,8001,29,898
174,108,125,102,8019,35,899
175,98,123,99,8025,32,904
176,100,124,88,8029,27,907
177,95,114,80,8035,22,909
178,101,129,70,8042,26,909
179,86,108,66,8048,30,909
180,90,108,65,8056,31,910
181,97,121,62,8063,33,911
182,87,104,50,8069,31,915
183,82,104,48,8073,27,917
184,81,104,46,8075,26,917
185,70,89,49,8084,28,919
186,72,92,48,8090,23,920
187,65,83,48,8096,21,921
188,72,95,45,8101,19,922
189,63,78,42,8105,18,924
190,61,77,44,8113,14,927
191,64,71,47,8120,14,927
