Day,num_positive,num_tested,num_hospitalised,num_cumulative_hospitalizations,num_critical,num_fatalities
88,2358,2937,1275,4284,251,176
89,2392,2968,1280,4452,253,189
90,2324,2897,1267,4590,258,203
91,2392,2960,1256,4737,238,227
92,2379,2951,1240,4883,247,244
93,2383,2924,1212,5018,250,261
94,2389,2964,1221,5180,239,282
95,2347,2932,1197,5322,244,302
96,2322,2899,1180,5466,252,313
97,2296,2864,1156,5608,267,329
98,2212,2747,1161,5752,266,341
99,2255,2809,1166,5905,272,350
100,2240,2759,1166,6051,267,368
101,2153,2695,1162,6181,267,389
102,2156,2700,1145,6325,276,399
103,2093,2639,1147,6472,277,420
104,2072,2558,1144,6611,286,428
105,2098,2623,1129,6739,279,449
106,2122,2640,1118,6872,289,466
107,1922,2392,1096,7004,312,480
108,1854,2311,1066,7118,313,496
109,1927,2373,1051,7234,304,511
110,1792,2235,1024,7350,300,536
111,1773,2184,1004,7479,299,556
112,1717,2103,982,7594,289,571
113,1757,2131,986,7726,285,587
114,1651,2064,952,7828,277,601
115,1605,2014,951,7956,259,628
116,1565,1961,934,8052,249,648
117,1527,1905,949,8184,252,656
118,1517,1873,951,8302,252,674
119,1497,1875,926,8406,250,696
120,1438,1760,907,8503,244,710
121,1389,1715,888,8614,246,726
122,1382,1689,889,8717,231,742
123,1226,1538,859,8817,234,759
124,1231,1506,859,8912,237,772
125,1158,1442,820,9004,241,793
126,1200,1492,793,9096,234,812
127,1021,1263,784,9191,222,832
128,1026,1269,788,9291,222,845
129,967,1210,759,9374,217,863
130,1019,1245,731,9448,223,874
131,953,1156,720,9537,211,893
132,913,1125,687,9600,207,909
133,842,1057,675,9679,193,925
134,770,965,650,9746,196,943
135,827,1011,623,9815,199,954
136,772,967,598,9889,198,966
137,715,881,593,9967,189,985
138,698,860,589,10037,179,997
139,688,873,562,10099,176,1004
140,667,821,565,10165,166,1015
141,672,825,540,10220,166,1023
142,602,757,531,10278,146,1029
143,553,693,517,10333,139,1043
144,541,678,495,10384,137,1055
145,518,646,462,10430,138,1067
146,506,637,451,10488,148,1074
147,478,589,441,10540,145,1082
148,491,606,431,10596,145,1085
149,438,556,413,10634,147,1091
150,450,563,395,10673,151,1095
151,406,493,387,10720,151,1105
152,395,491,375,10759,143,1115
153,327,412,361,10791,138,1125
154,401,473,342,10830,130,1136
155,349,413,334,10874,123,1146
156,323,386,312,10908,120,1154
157,319,379,298,10932,107,1164
158,299,373,289,10962,105,1170
159,295,357,268,10988,99,1181
160,307,377,256,11015,99,1187
161,226,284,257,11049,90,1193
162,247,289,256,11086,83,1201
163,229,285,233,11108,87,1209
164,236,289,227,11135,86,1213
165,225,279,222,11155,89,1216
166,207,256,220,11182,84,1225
167,192,239,207,11196,78,1229
168,165,205,194,11209,72,1235
169,159,216,178,11227,75,1238
170,193,240,157,11243,82,1244
171,135,174,152,11260,71,1253
172,160,197,149,11284,65,1257
173,161,194,140,11295,63,1260
174,129,166,128,11310,65,1265
175,135,173,132,11328,62,1269
176,135,161,130,11339,60,1273
177,126,160,118,11345,55,1278
178,93,120,116,11359,44,1286
179,132,154,110,11371,44,1289
180,126,162,96,11380,43,1292
181,105,132,92,11387,38,1295
182,104,123,86,11397,33,1302
183,90,115,81,11409,37,1304
184,97,119,80,11419,34,1306
185,81,95,82,11427,31,1311
186,82,108,74,11433,28,1313
187,78,91,71,11442,29,1315
188,69,82,67,11447,26,1318
189,69,88,70,11457,25,1319
190,76,90,67,11464,24,1322
191,79,96,58,11467,24,1325
