Day,num_positive,num_tested,num_hospitalised,num_cumulative_hospitalizations,num_critical,num_fatalities
88,1183,1501,1120,4104,256,153
89,1188,1441,1085,4228,274,164
90,1065,1324,1012,4324,286,170
91,1023,1260,962,4418,295,179
92,1032,1306,931,4521,295,196
93,958,1191,894,4619,291,217
94,920,1165,871,4724,280,241
95,934,1152,852,4827,272,260
96,898,1087,806,4911,268,286
97,898,1102,772,5001,264,304
98,820,1005,757,5082,246,327
99,749,924,745,5163,234,339
100,687,844,714,5236,224,353
101,730,885,672,5296,220,367
102,707,875,648,5373,221,379
103,694,834,605,5432,219,387
104,619,773,572,5486,193,410
105,585,758,555,5556,174,435
106,563,716,545,5627,166,446
107,557,696,524,5689,169,452
108,541,680,506,5743,160,461
109,501,642,496,5794,151,474
110,578,698,472,5845,141,492
111,467,566,473,5908,126,501
112,457,574,477,5963,122,508
113,449,559,449,6005,116,518
114,418,513,425,6053,122,526
115,395,494,409,6098,116,537
116,391,488,381,6126,116,543
117,367,454,357,6152,116,551
118,336,426,335,6181,105,564
119,324,412,300,6208,106,570
120,340,416,275,6238,111,573
121,311,390,258,6263,111,579
122,323,390,246,6299,104,588
123,296,358,225,6323,96,594
124,290,366,231,6357,93,599
125,305,385,236,6389,85,608
126,271,341,234,6415,79,612
127,254,306,230,6438,72,614
128,267,342,229,6467,67,620
129,236,288,222,6485,61,629
130,214,276,210,6509,58,637
131,237,291,209,6532,61,642
132,232,288,198,6555,61,644
133,190,245,186,6575,69,648
134,190,246,179,6595,74,650
135,201,240,182,6620,74,652
136,198,250,168,6635,73,657
137,165,200,164,6649,68,662
138,155,199,152,6661,61,667
139,153,188,138,6670,60,673
140,149,190,129,6684,60,677
141,147,182,123,6698,49,688
142,148,180,117,6712,42,691
143,150,176,114,6734,45,693
144,128,173,114,6749,41,696
145,125,158,109,6758,42,697
146,123,151,112,6773,42,699
147,125,152,117,6787,34,703
148,126,145,114,6798,32,707
149,122,146,109,6807,33,709
150,105,126,106,6818,32,711
151,91,119,94,6828,31,717
152,95,125,88,6838,32,719
153,97,121,88,6846,30,720
154,91,120,82,6855,28,720
155,87,112,77,6864,30,720
156,73,91,74,6872,26,724
157,82,92,72,6879,24,725
158,88,110,69,6887,24,725
159,78,94,68,6896,18,729
160,59,70,63,6901,16,730
161,66,78,67,6913,14,731
162,60,68,64,6919,15,733
163,70,82,60,6924,14,735
164,58,64,61,6933,13,736
165,59,74,58,6937,13,737
166,46,57,56,6943,13,738
167,54,65,50,6947,14,738
168,29,36,50,6951,12,740
169,49,60,43,6956,14,740
170,50,55,38,6957,13,741
171,36,42,37,6961,11,741
172,43,47,32,6966,10,742
173,52,55,34,6971,10,742
174,30,38,32,6975,11,743
175,32,43,34,6981,10,745
176,39,49,35,6986,10,746
177,26,35,35,6991,9,747
178,34,40,36,6993,7,747
179,33,39,35,6996,9,747
180,21,26,33,6999,9,747
181,27,37,29,7000,9,747
182,31,38,29,7004,6,748
183,27,35,26,7007,7,749
184,24,28,24,7010,8,750
185,34,40,22,7013,8,750
186,28,32,23,7016,8,750
187,27,35,22,7018,8,752
188,24,33,20,7019,9,752
189,16,22,20,7020,8,752
190,25,29,19,7023,10,752
191,24,28,18,7025,8,752
