Day,num_positive,num_tested,num_hospitalised,num_cumulative_hospitalizations,num_critical,num_fatalities
88,981,1217,1045,3981,253,162
89,1021,1255,1014,4100,264,177
90,844,1052,956,4194,284,190
91,851,1062,927,4289,285,203
92,809,1008,868,4362,285,220
93,759,933,824,4451,273,239
94,683,858,771,4530,268,259
95,689,859,737,4606,267,271
96,615,765,689,4670,262,285
97,566,707,632,4732,249,305
98,588,724,597,4791,235,320
99,524,682,578,4867,222,340
100,538,658,552,4914,216,357
101,484,591,519,4970,215,371
102,476,583,491,5023,206,385
103,414,519,465,5071,191,400
104,385,471,452,5122,179,420
105,396,485,438,5170,170,433
106,383,479,415,5207,152,446
107,356,444,385,5252,155,455
108,316,403,368,5282,150,470
109,316,385,357,5327,134,483
110,289,348,342,5365,125,500
111,276,350,317,5388,120,510
112,269,331,303,5426,110,516
113,252,306,279,5449,106,527
114,234,295,266,5473,104,532
115,229,293,251,5503,94,542
116,208,255,244,5527,84,552
117,208,261,217,5544,88,558
118,195,239,206,5571,85,567
119,177,212,200,5589,78,574
120,165,201,186,5612,73,579
121,166,207,176,5625,63,589
122,133,171,170,5643,60,592
123,160,189,157,5660,55,598
124,142,182,151,5678,54,600
125,148,181,146,5691,45,610
126,144,170,131,5702,41,617
127,99,120,121,5710,38,620
128,101,135,116,5728,36,622
129,101,121,113,5738,32,625
130,86,109,106,5749,31,627
131,91,119,98,5759,28,631
132,82,100,94,5772,28,633
133,85,107,89,5780,30,637
134,84,110,82,5785,29,640
135,77,95,87,5797,31,641
136,75,94,76,5804,33,643
137,59,73,78,5816,34,643
138,64,82,75,5824,35,645
139,57,73,69,5828,33,646
140,60,82,59,5831,33,650
141,38,45,57,5837,28,652
142,48,62,53,5838,24,653
143,43,52,45,5842,21,653
144,34,46,40,5844,18,654
145,38,50,29,5845,17,655
146,37,45,29,5853,16,659
147,31,43,31,5859,15,659
148,34,43,30,5861,9,662
149,30,42,25,5862,8,663
150,23,26,26,5864,7,663
151,25,34,24,5866,8,663
152,24,36,25,5869,7,663
153,30,34,25,5870,6,663
154,21,25,21,5874,4,666
155,22,26,19,5878,4,666
156,16,19,18,5879,6,666
157,22,28,17,5879,5,667
158,16,20,18,5882,5,667
159,11,16,19,5885,4,668
160,22,28,17,5886,5,668
161,15,20,17,5887,5,668
162,20,23,16,5890,4,669
163,17,19,15,5893,5,669
164,15,19,14,5893,3,670
165,21,23,16,5895,3,670
166,9,12,13,5895,6,670
167,13,15,11,5896,8,670
168,11,13,13,5899,7,670
169,15,19,12,5899,7,670
170,9,12,10,5901,7,670
171,11,15,8,5901,6,671
172,6,7,9,5902,6,671
173,11,14,9,5904,7,671
174,8,14,9,5904,4,672
175,7,8,11,5907,2,672
176,8,9,9,5908,3,672
177,6,6,10,5909,3,672
178,10,10,8,5909,2,673
179,13,14,10,5911,2,673
180,9,12,10,5912,2,673
181,7,11,9,5913,1,673
182,8,10,9,5913,1,673
183,7,10,7,5914,1,673
184,1,2,7,5915,1,673
185,6,7,6,5915,1,673
186,5,5,7,5916,1,673
187,3,3,6,5917,2,673
188,2,3,6,5918,2,673
189,6,10,5,5918,2,673
190,4,5,5,5918,2,673
191,4,6,7,5921,2,673
